job_name,step_id,run_date,run_duration_sec,run_status
JOB_NIGHTLY_DWH,1,20260702,1002,1
JOB_NIGHTLY_DWH,2,20260702,2861,1
JOB_NIGHTLY_DWH,3,20260702,527,1
JOB_NIGHTLY_DWH,4,20260702,17126,1
JOB_NIGHTLY_DWH,5,20260702,343,1
JOB_NIGHTLY_DWH,1,20260703,942,1
JOB_NIGHTLY_DWH,2,20260703,2604,1
JOB_NIGHTLY_DWH,3,20260703,694,1
JOB_NIGHTLY_DWH,4,20260703,16606,1
JOB_NIGHTLY_DWH,5,20260703,272,1
JOB_NIGHTLY_DWH,1,20260704,1032,1
JOB_NIGHTLY_DWH,2,20260704,2692,0
JOB_NIGHTLY_DWH,3,20260704,524,1
JOB_NIGHTLY_DWH,4,20260704,16782,1
JOB_NIGHTLY_DWH,5,20260704,336,1
JOB_NIGHTLY_DWH,1,20260705,950,1
JOB_NIGHTLY_DWH,2,20260705,2591,1
JOB_NIGHTLY_DWH,3,20260705,724,1
JOB_NIGHTLY_DWH,4,20260705,18618,1
JOB_NIGHTLY_DWH,5,20260705,257,1
JOB_NIGHTLY_DWH,1,20260706,1060,1
JOB_NIGHTLY_DWH,2,20260706,2574,1
JOB_NIGHTLY_DWH,3,20260706,560,1
JOB_NIGHTLY_DWH,4,20260706,14014,1
JOB_NIGHTLY_DWH,5,20260706,272,1
JOB_NIGHTLY_DWH,1,20260707,1107,1
JOB_NIGHTLY_DWH,2,20260707,2945,1
JOB_NIGHTLY_DWH,3,20260707,722,1
JOB_NIGHTLY_DWH,4,20260707,14138,1
JOB_NIGHTLY_DWH,5,20260707,313,0
JOB_NIGHTLY_DWH,1,20260708,766,1
JOB_NIGHTLY_DWH,2,20260708,2575,1
JOB_NIGHTLY_DWH,3,20260708,543,1
JOB_NIGHTLY_DWH,4,20260708,14646,1
JOB_NIGHTLY_DWH,5,20260708,255,1
JOB_NIGHTLY_DWH,1,20260709,1067,1
JOB_NIGHTLY_DWH,2,20260709,3051,1
JOB_NIGHTLY_DWH,3,20260709,726,1
JOB_NIGHTLY_DWH,4,20260709,14983,1
JOB_NIGHTLY_DWH,5,20260709,374,1
JOB_NIGHTLY_DWH,1,20260710,894,1
JOB_NIGHTLY_DWH,2,20260710,2400,1
JOB_NIGHTLY_DWH,3,20260710,534,1
JOB_NIGHTLY_DWH,4,20260710,14463,1
JOB_NIGHTLY_DWH,5,20260710,284,1
JOB_NIGHTLY_DWH,1,20260711,948,1
JOB_NIGHTLY_DWH,2,20260711,2498,1
JOB_NIGHTLY_DWH,3,20260711,722,1
JOB_NIGHTLY_DWH,4,20260711,16535,1
JOB_NIGHTLY_DWH,5,20260711,367,1
JOB_NIGHTLY_DWH,1,20260712,1024,1
JOB_NIGHTLY_DWH,2,20260712,2857,1
JOB_NIGHTLY_DWH,3,20260712,690,1
JOB_NIGHTLY_DWH,4,20260712,14467,1
JOB_NIGHTLY_DWH,5,20260712,366,1
JOB_NIGHTLY_DWH,1,20260713,934,1
JOB_NIGHTLY_DWH,2,20260713,2422,1
JOB_NIGHTLY_DWH,3,20260713,744,1
JOB_NIGHTLY_DWH,4,20260713,16685,1
JOB_NIGHTLY_DWH,5,20260713,321,1
JOB_NIGHTLY_DWH,1,20260714,825,1
JOB_NIGHTLY_DWH,2,20260714,2332,1
JOB_NIGHTLY_DWH,3,20260714,629,1
JOB_NIGHTLY_DWH,4,20260714,18187,1
JOB_NIGHTLY_DWH,5,20260714,308,1
JOB_NIGHTLY_DWH,1,20260715,834,1
JOB_NIGHTLY_DWH,2,20260715,2466,1
JOB_NIGHTLY_DWH,3,20260715,567,1
JOB_NIGHTLY_DWH,4,20260715,16167,1
JOB_NIGHTLY_DWH,5,20260715,344,1
JOB_NIGHTLY_DWH,1,20260716,913,1
JOB_NIGHTLY_DWH,2,20260716,2501,1
JOB_NIGHTLY_DWH,3,20260716,524,1
JOB_NIGHTLY_DWH,4,20260716,18556,1
JOB_NIGHTLY_DWH,5,20260716,315,1
JOB_NIGHTLY_DWH,1,20260717,1075,1
JOB_NIGHTLY_DWH,2,20260717,2396,1
JOB_NIGHTLY_DWH,3,20260717,605,1
JOB_NIGHTLY_DWH,4,20260717,18473,1
JOB_NIGHTLY_DWH,5,20260717,359,0
JOB_NIGHTLY_DWH,1,20260718,776,1
JOB_NIGHTLY_DWH,2,20260718,3020,1
JOB_NIGHTLY_DWH,3,20260718,650,0
JOB_NIGHTLY_DWH,4,20260718,15099,1
JOB_NIGHTLY_DWH,5,20260718,354,1
JOB_NIGHTLY_DWH,1,20260719,1115,1
JOB_NIGHTLY_DWH,2,20260719,2234,1
JOB_NIGHTLY_DWH,3,20260719,635,1
JOB_NIGHTLY_DWH,4,20260719,18398,1
JOB_NIGHTLY_DWH,5,20260719,332,1
JOB_NIGHTLY_DWH,1,20260720,929,1
JOB_NIGHTLY_DWH,2,20260720,2164,1
JOB_NIGHTLY_DWH,3,20260720,565,1
JOB_NIGHTLY_DWH,4,20260720,16623,1
JOB_NIGHTLY_DWH,5,20260720,270,1
JOB_NIGHTLY_DWH,1,20260721,994,1
JOB_NIGHTLY_DWH,2,20260721,2237,1
JOB_NIGHTLY_DWH,3,20260721,635,1
JOB_NIGHTLY_DWH,4,20260721,15078,1
JOB_NIGHTLY_DWH,5,20260721,327,0
JOB_NIGHTLY_DWH,1,20260722,873,1
JOB_NIGHTLY_DWH,2,20260722,3083,1
JOB_NIGHTLY_DWH,3,20260722,722,1
JOB_NIGHTLY_DWH,4,20260722,14158,1
JOB_NIGHTLY_DWH,5,20260722,370,1
JOB_NIGHTLY_DWH,1,20260723,875,0
JOB_NIGHTLY_DWH,2,20260723,2623,1
JOB_NIGHTLY_DWH,3,20260723,610,1
JOB_NIGHTLY_DWH,4,20260723,16754,1
JOB_NIGHTLY_DWH,5,20260723,282,1
JOB_NIGHTLY_DWH,1,20260724,886,1
JOB_NIGHTLY_DWH,2,20260724,2807,1
JOB_NIGHTLY_DWH,3,20260724,701,1
JOB_NIGHTLY_DWH,4,20260724,15779,1
JOB_NIGHTLY_DWH,5,20260724,371,1
JOB_NIGHTLY_DWH,1,20260725,1060,1
JOB_NIGHTLY_DWH,2,20260725,2346,1
JOB_NIGHTLY_DWH,3,20260725,580,1
JOB_NIGHTLY_DWH,4,20260725,15724,1
JOB_NIGHTLY_DWH,5,20260725,281,1
JOB_NIGHTLY_DWH,1,20260726,1004,1
JOB_NIGHTLY_DWH,2,20260726,2271,1
JOB_NIGHTLY_DWH,3,20260726,561,1
JOB_NIGHTLY_DWH,4,20260726,13601,1
JOB_NIGHTLY_DWH,5,20260726,262,1
JOB_NIGHTLY_DWH,1,20260727,1088,1
JOB_NIGHTLY_DWH,2,20260727,2857,1
JOB_NIGHTLY_DWH,3,20260727,733,1
JOB_NIGHTLY_DWH,4,20260727,13863,1
JOB_NIGHTLY_DWH,5,20260727,344,1
JOB_NIGHTLY_DWH,1,20260728,1004,1
JOB_NIGHTLY_DWH,2,20260728,2498,1
JOB_NIGHTLY_DWH,3,20260728,550,0
JOB_NIGHTLY_DWH,4,20260728,14428,1
JOB_NIGHTLY_DWH,5,20260728,369,1
JOB_NIGHTLY_DWH,1,20260729,1112,1
JOB_NIGHTLY_DWH,2,20260729,2481,1
JOB_NIGHTLY_DWH,3,20260729,707,1
JOB_NIGHTLY_DWH,4,20260729,13045,1
JOB_NIGHTLY_DWH,5,20260729,299,1
JOB_NIGHTLY_DWH,1,20260730,834,1
JOB_NIGHTLY_DWH,2,20260730,3021,1
JOB_NIGHTLY_DWH,3,20260730,608,1
JOB_NIGHTLY_DWH,4,20260730,17350,1
JOB_NIGHTLY_DWH,5,20260730,259,1
JOB_NIGHTLY_DWH,1,20260731,1096,1
JOB_NIGHTLY_DWH,2,20260731,2872,1
JOB_NIGHTLY_DWH,3,20260731,591,1
JOB_NIGHTLY_DWH,4,20260731,18496,1
JOB_NIGHTLY_DWH,5,20260731,286,1
JOB_NIGHTLY_DWH,1,20260801,878,1
JOB_NIGHTLY_DWH,2,20260801,2128,1
JOB_NIGHTLY_DWH,3,20260801,729,1
JOB_NIGHTLY_DWH,4,20260801,18409,0
JOB_NIGHTLY_DWH,5,20260801,283,1
JOB_MONTHEND_CLOSE,1,20260801,420,1
JOB_NIGHTLY_DWH,1,20260802,1109,1
JOB_NIGHTLY_DWH,2,20260802,2511,1
JOB_NIGHTLY_DWH,3,20260802,613,1
JOB_NIGHTLY_DWH,4,20260802,18318,1
JOB_NIGHTLY_DWH,5,20260802,351,1
JOB_NIGHTLY_DWH,1,20260803,1061,1
JOB_NIGHTLY_DWH,2,20260803,2732,1
JOB_NIGHTLY_DWH,3,20260803,586,1
JOB_NIGHTLY_DWH,4,20260803,17443,1
JOB_NIGHTLY_DWH,5,20260803,278,1
JOB_NIGHTLY_DWH,1,20260804,854,1
JOB_NIGHTLY_DWH,2,20260804,2158,1
JOB_NIGHTLY_DWH,3,20260804,588,1
JOB_NIGHTLY_DWH,4,20260804,18050,1
JOB_NIGHTLY_DWH,5,20260804,286,1
JOB_NIGHTLY_DWH,1,20260805,799,1
JOB_NIGHTLY_DWH,2,20260805,2834,1
JOB_NIGHTLY_DWH,3,20260805,566,1
JOB_NIGHTLY_DWH,4,20260805,16471,1
JOB_NIGHTLY_DWH,5,20260805,344,1
JOB_NIGHTLY_DWH,1,20260806,1004,1
JOB_NIGHTLY_DWH,2,20260806,2965,1
JOB_NIGHTLY_DWH,3,20260806,646,1
JOB_NIGHTLY_DWH,4,20260806,17178,1
JOB_NIGHTLY_DWH,5,20260806,284,1
JOB_NIGHTLY_DWH,1,20260807,820,1
JOB_NIGHTLY_DWH,2,20260807,2703,1
JOB_NIGHTLY_DWH,3,20260807,605,1
JOB_NIGHTLY_DWH,4,20260807,15793,1
JOB_NIGHTLY_DWH,5,20260807,352,1
JOB_NIGHTLY_DWH,1,20260808,1121,1
JOB_NIGHTLY_DWH,2,20260808,2599,1
JOB_NIGHTLY_DWH,3,20260808,711,1
JOB_NIGHTLY_DWH,4,20260808,12992,1
JOB_NIGHTLY_DWH,5,20260808,269,1
JOB_NIGHTLY_DWH,1,20260809,1115,1
JOB_NIGHTLY_DWH,2,20260809,3055,1
JOB_NIGHTLY_DWH,3,20260809,717,1
JOB_NIGHTLY_DWH,4,20260809,14309,1
JOB_NIGHTLY_DWH,5,20260809,368,1
JOB_NIGHTLY_DWH,1,20260810,979,1
JOB_NIGHTLY_DWH,2,20260810,2342,1
JOB_NIGHTLY_DWH,3,20260810,543,1
JOB_NIGHTLY_DWH,4,20260810,14279,1
JOB_NIGHTLY_DWH,5,20260810,333,1
JOB_NIGHTLY_DWH,1,20260811,769,1
JOB_NIGHTLY_DWH,2,20260811,2803,1
JOB_NIGHTLY_DWH,3,20260811,584,1
JOB_NIGHTLY_DWH,4,20260811,17521,1
JOB_NIGHTLY_DWH,5,20260811,262,1
JOB_NIGHTLY_DWH,1,20260812,907,1
JOB_NIGHTLY_DWH,2,20260812,2764,1
JOB_NIGHTLY_DWH,3,20260812,549,1
JOB_NIGHTLY_DWH,4,20260812,15208,1
JOB_NIGHTLY_DWH,5,20260812,291,1
JOB_NIGHTLY_DWH,1,20260813,877,1
JOB_NIGHTLY_DWH,2,20260813,2482,1
JOB_NIGHTLY_DWH,3,20260813,717,1
JOB_NIGHTLY_DWH,4,20260813,14932,1
JOB_NIGHTLY_DWH,5,20260813,342,1
JOB_NIGHTLY_DWH,1,20260814,767,1
JOB_NIGHTLY_DWH,2,20260814,2548,1
JOB_NIGHTLY_DWH,3,20260814,607,1
JOB_NIGHTLY_DWH,4,20260814,15515,1
JOB_NIGHTLY_DWH,5,20260814,256,1
JOB_NIGHTLY_DWH,1,20260815,995,1
JOB_NIGHTLY_DWH,2,20260815,2214,1
JOB_NIGHTLY_DWH,3,20260815,599,1
JOB_NIGHTLY_DWH,4,20260815,13625,1
JOB_NIGHTLY_DWH,5,20260815,317,1
JOB_NIGHTLY_DWH,1,20260816,804,1
JOB_NIGHTLY_DWH,2,20260816,2929,1
JOB_NIGHTLY_DWH,3,20260816,557,1
JOB_NIGHTLY_DWH,4,20260816,18408,1
JOB_NIGHTLY_DWH,5,20260816,312,1
JOB_NIGHTLY_DWH,1,20260817,1098,1
JOB_NIGHTLY_DWH,2,20260817,3029,1
JOB_NIGHTLY_DWH,3,20260817,707,1
JOB_NIGHTLY_DWH,4,20260817,17464,1
JOB_NIGHTLY_DWH,5,20260817,303,1
JOB_NIGHTLY_DWH,1,20260818,1063,1
JOB_NIGHTLY_DWH,2,20260818,2343,1
JOB_NIGHTLY_DWH,3,20260818,634,1
JOB_NIGHTLY_DWH,4,20260818,13488,1
JOB_NIGHTLY_DWH,5,20260818,341,1
JOB_NIGHTLY_DWH,1,20260819,779,1
JOB_NIGHTLY_DWH,2,20260819,2882,1
JOB_NIGHTLY_DWH,3,20260819,711,1
JOB_NIGHTLY_DWH,4,20260819,16347,1
JOB_NIGHTLY_DWH,5,20260819,330,1
JOB_NIGHTLY_DWH,1,20260820,916,1
JOB_NIGHTLY_DWH,2,20260820,2550,1
JOB_NIGHTLY_DWH,3,20260820,617,1
JOB_NIGHTLY_DWH,4,20260820,12890,1
JOB_NIGHTLY_DWH,5,20260820,313,1
JOB_NIGHTLY_DWH,1,20260821,1039,1
JOB_NIGHTLY_DWH,2,20260821,2583,1
JOB_NIGHTLY_DWH,3,20260821,623,1
JOB_NIGHTLY_DWH,4,20260821,13520,1
JOB_NIGHTLY_DWH,5,20260821,266,1
JOB_NIGHTLY_DWH,1,20260822,948,1
JOB_NIGHTLY_DWH,2,20260822,2761,1
JOB_NIGHTLY_DWH,3,20260822,686,1
JOB_NIGHTLY_DWH,4,20260822,15818,1
JOB_NIGHTLY_DWH,5,20260822,315,1
JOB_NIGHTLY_DWH,1,20260823,1107,1
JOB_NIGHTLY_DWH,2,20260823,2982,1
JOB_NIGHTLY_DWH,3,20260823,685,1
JOB_NIGHTLY_DWH,4,20260823,13912,1
JOB_NIGHTLY_DWH,5,20260823,314,1
JOB_NIGHTLY_DWH,1,20260824,1094,1
JOB_NIGHTLY_DWH,2,20260824,2913,1
JOB_NIGHTLY_DWH,3,20260824,525,1
JOB_NIGHTLY_DWH,4,20260824,17287,1
JOB_NIGHTLY_DWH,5,20260824,362,1
JOB_NIGHTLY_DWH,1,20260825,1058,1
JOB_NIGHTLY_DWH,2,20260825,2627,1
JOB_NIGHTLY_DWH,3,20260825,559,1
JOB_NIGHTLY_DWH,4,20260825,15786,1
JOB_NIGHTLY_DWH,5,20260825,259,1
JOB_NIGHTLY_DWH,1,20260826,823,1
JOB_NIGHTLY_DWH,2,20260826,2804,1
JOB_NIGHTLY_DWH,3,20260826,550,1
JOB_NIGHTLY_DWH,4,20260826,13440,1
JOB_NIGHTLY_DWH,5,20260826,331,1
JOB_NIGHTLY_DWH,1,20260827,1079,1
JOB_NIGHTLY_DWH,2,20260827,2705,1
JOB_NIGHTLY_DWH,3,20260827,535,1
